verified,username,user_id,location,name,source,tweet_id,possibly_sensitive,created_at,lang,edit_history_tweet_ids,text,type,geo.coordinates.type,geo.coordinates.coordinates
False,yairmax19,1596611149742546944,,jose maximo,Twitter for Android,1596997466658045952,False,2022-11-27 22:40:41+00:00,in,['1596997466658045952'],#Qatar2022 #eltri #SeleccionMexicana #BuenDomingo salu2 https://t.co/3M9N96EADs,,,
False,Lu_Marqz,364521450,"Huajuapan de León, Oaxaca",Lulú Márquez,Twitter for iPhone,1596997360256589824,False,2022-11-27 22:40:16+00:00,es,['1596997360256589824'],"Convoque a @Raul_Jimenez9  por qué puedo y quize, tiene 2 años sin jugar, no le mete un gol ni a 🇳🇮, pero aporta experiencias de vida de cómo es estar cerca de la muerte #SeleccionMexicana",,,
False,DarkYukito83,1466112174,,DarkYukito,Twitter Web App,1596997193801826305,False,2022-11-27 22:39:36+00:00,es,['1596997193801826305'],"@EitanBenezra primer nivel, de hecho todos los juegos del dia entretenidos, intensidad, técnica, garra, por lo mismo entre el anfitrión y la #SeleccionMexicana  esta la disputa de los equipos mas grises y bajo nivel",replied_to,,
False,Dr_Beto_Beto,1353383154346848257,,Dr. BG,Twitter for Android,1596996796403752960,False,2022-11-27 22:38:01+00:00,es,['1596996796403752960'],"Dan risa las críticas a la #SeleccionMexicana que vienen de juniors que están en su puesto por pura gracia divina, entiéndase @LeonKrauze y @RicardoBSalinas, como si ellos alguna vez se esforzaron más allá de nacer en cuna privilegiada para ser alguien.",,,
False,Jallan_M,321079822,,Lan Morales,Twitter Web App,1596995859362721792,False,2022-11-27 22:34:18+00:00,es,['1596995859362721792'],"@adevaldes para nada decepcionante #Can🇨🇦, fueron juegos de calidad y con intensidad, ojala la #SeleccionMexicana  🇲🇽, pudiera morir en su eliminacion de algo y no solo indiferencia,",replied_to,,
False,alcana_71,224402733,"Toluca, México",Alberto Copado,TweetDeck,1596994779686096901,False,2022-11-27 22:30:00+00:00,es,['1596994779686096901'],"#Qatar2022  #MEX 

El #mexicano Andrés #Guardado ya está entre los seis futbolistas en la historia que ha participado en cinco Copas del Mundo

#FIFAWorldCup #SeleccionMexicana 

https://t.co/mg4YELH8vP",,,
False,criptovisiontv,1417186923777511429,Mars,Criptovisión,Twitter Web App,1596993043944513536,True,2022-11-27 22:23:07+00:00,es,['1596993043944513536'],"@elopodcast_ @rojasspaulaok Bueno...ya pasó.  ¡Argentina y México amigos como siempre!
Ahora a hinchar por Argentina para que golee a Polonia. 😃
#mexicoargentina #MexicoVsArgentina #ArgentinavsMexico #Argentina #Qatar #Mundial2022 #Qatar2022 #SeleccionMexicana https://t.co/U5S4J668wo",replied_to,,
False,SonOfA_Lopez,1252657846937739264,"Portland, OR",Mr. Lopez,Twitter for Android,1596992808451133440,False,2022-11-27 22:22:10+00:00,es,['1596992808451133440'],"#Deportes 
#FIFAWorldCup
#Qatar2022
Mientras exista la posibilidad, siempre hay que intentarlo: Gerardo Martino 
#SeleccionMexicana https://t.co/MmQ7zT071V",,,
False,LuisJorgePrezS1,1452062447314128899,"Tlalpan, Distrito Federal",Luis Jorge,TweetDeck,1596992797533511680,False,2022-11-27 22:22:08+00:00,es,['1596992797533511680'],"¿Ese es tu ídolo? Aficionados mexicanos recriminan a Lionel Messi por supuestamente patear y pisar camiseta de el Tricolor tras vencer a México. Juzgue usted mismo

#FIFAWorldCup #Qatar2022 #SeleccionMexicana #ElTri #MEX #ARG #Futbol https://t.co/y17y6GhJQE",,,
False,GODDESS_ANNAT,1225213601214017537,"Cuauhtémoc, Distrito Federal",FEMDOM 👑CDMX,Twitter for Android,1596992190336897026,False,2022-11-27 22:19:43+00:00,es,['1596992190336897026'],"Que estaban charlando el #entrenador y el auxiliar de la #selecciónmexicana y le dice; Si se combinan los resultados nos vamos a encontrar con los #Alemanes, le contesta, en #cuartos o en #octavos? No, en el #aeropuerto!!!",,,
False,GradaNorteMX,2722502906,"Sonora, México",Grada Norte,Twitter Web App,1596991505591406593,False,2022-11-27 22:17:00+00:00,es,['1596991505591406593'],¿En que año fue el mundial en México? Se acerca el Mundial Qatar 2022 vamos a ver cuánto sabes de fútbol. #worlcup2022 #mundial2022 #qatarmundialqatar22 #soccergirl #soccerboy #futbol⚽️ #futbolmexicano #seleccionmexicana #seleccionargentina https://t.co/Ip2oBHCWik,,,
False,Mamadolorez,738563322656608256,,Mamadolores,Twitter for Android,1596990753728737280,False,2022-11-27 22:14:00+00:00,es,['1596990753728737280'],"Ya fue mucho tiempo a Televisa y Azteca administrar la #SelecciónMexicana y para puros fracasos. Creo que ya es hora de que la #4T tome control de la @FEMEXFUTAC y el fútbol mexicano tome otro rumbo, otra calidad. ¿Qué opinas, adorada Renata Turrent @rturrent ? ⚽🇲🇽 https://t.co/n8xxjNcjPa",,,
False,alexpelaezh18,3156354029,,Alex Pelaez,Twitter for iPhone,1596990016793628672,False,2022-11-27 22:11:05+00:00,es,['1596990016793628672'],@azucenau Podemos poner a #SeleccionMexicana tambien a la Sedena si quiere😂,replied_to,,
False,Deportrece,765637819955937280,México,Deportrece,Twitter for iPhone,1596989205674364928,False,2022-11-27 22:07:51+00:00,es,['1596989205674364928'],Sin duda ayer pedio la #SeleccionMexicana pero hoy gano #Mexico #LaMadreDeTodasLasMarchas,,,
False,Pqnopato,466601126,,patoxcrypto,Twitter for iPhone,1596988873514844162,False,2022-11-27 22:06:32+00:00,es,['1596988873514844162'],"🚨Deporfans, ¿Quieren ganarse una playera oficial de la 🇲🇽 selección mexicana y un videojuego?👕🎮

➡️ Sigue los pasos que se explican en las imágenes y se uno de los ganadores 🎁👏

Link para participar 👉 https://t.co/6PS6Ap9MgF

#DeportreceLaVozDeTuPasion #SeleccionMexicana https://t.co/WbRhFaXSrC",,,
False,braulioortizmx,1524053031041613825,,Braulio Ortiz Esparza,Twitter for Android,1596988761631764480,False,2022-11-27 22:06:06+00:00,es,['1596988761631764480'],Quizá no tenemos la mejor #SeleccionMexicana pero sí tenemos a la mejor #afición de #futbol,,,
False,Marrafutbolero2,1589774022128160768,Colombia,Marrafutbolero,Twitter for Android,1596988424782630913,False,2022-11-27 22:04:45+00:00,es,['1596988424782630913'],"@OmarHdez69 Totalmente!👏🏻: No libertadores, no copa América, no olimpiadas, no mundial femenil, no copa oro, no no lider eliminatorias, no jugadores a Europa (equipos  1er nivel), liga MX mala, títulos amañados, ETC! Orlegui y Televisa = Cáncer y retroceso! #SeleccionMexicana",replied_to,,
False,Lugosiz,85858309,Mexico CDMX,Charly 🎸,WordPress.com,1596988320738951168,False,2022-11-27 22:04:20+00:00,es,['1596988320738951168'],#LoAsombros | #Qatar2022 | ¿#Messi patea la #Playera de la #SelecciónMexicana? | #FormatoSiete #Veracruz #Viral #México #Argentina https://t.co/jGQbkDXiNu,,,
True,BolavipMex,1908739764,México,Bolavip México,Twitter for iPhone,1596987945399259136,False,2022-11-27 22:02:51+00:00,es,['1596987945399259136'],@Viriloz @CarlosLoret De lujo apoyando a la #SeleccionMexicana,replied_to,,
False,KarbeltMoro,1281360410218643458,,karbelt moro,Twitter for Android,1596987574203330560,False,2022-11-27 22:01:22+00:00,es,['1596987574203330560'],"""Claro que Argentina fue mejor que nosotros debido al desgaste físico que tuvo el equipo en la 2da parte pero bueno esto es parte del Fútbol, yo estoy seguro en que en el partido de vuelta podremos remontar y darle una alegría a nuestro país"" 

Uriel Antuna

#seleccionmexicana https://t.co/8SdoVKx79U",,,
False,supermansteel34,180906715,,Juan Pablo Trejo 🇲🇽🇺🇦 #RestoreTheSnyderVerse,Twitter for iPhone,1596987233638109184,False,2022-11-27 22:00:01+00:00,es,['1596987233638109184'],“Se ocupa hacer una campaña demandado nuevos cambios en la federation mexicana.    “ - esto se dice cada mundial . Y nada cambia. El tiempo es ya .          #AMLOBurlaMundial #FueraTata #FMF #FueraYonDeLuisa #Qatar2022 #FIFAWorldCup #SeleccionMexicana #FueraTataMartino .,,,
False,2018Reloaded,950055793277022208,Desesperanza Mexico. ,Nikola Keme Pitzen.🇩🇰🇩🇰,Twitter Web App,1596958429280874499,False,2022-11-27 20:05:34+00:00,es,['1596958429280874499'],"#VIRAL | #RicardoSalinasPliego no perdió el tiempo y lanzó una dura crítica en Twitter a la #SeleccionMexicana. tras caer frente a la #Argentina de #LeonelMessi el miércoles:  
https://t.co/B7uqkCUSKd",,,
False,t3r3s1t0,195393693,,David,Twitter for iPhone,1596957779066949632,False,2022-11-27 20:02:59+00:00,es,['1596957779066949632'],"La selección mexicana de fútbol @miseleccionmx tiene una afición que NO SE MERECE! Que hace todo por su equipo, que es apasionada y que perdona todo…. 

Mientras directivos y el Inútil del Tata toman esto como una broma…. 

#FueraTata #mexicoargentina #SeleccionMexicana",,,
False,ramonaguilarcz,153579195,"puebla, mexico",Ramon Aguilar,Twitter Web App,1596957733349392384,False,2022-11-27 20:02:48+00:00,es,['1596957733349392384'],"#SeleccionMexicana #ElTri #FIFAWorldCup #Qatar2022 
la seletsion mexicana ( ⚽️🇲🇽🦨) todavia tiene varias opciones...
1 pasillo o ventana
2 pollo o carne 

Attiba la mugreeeee !!!",,,
False,Caleeee__,1175855695096352771,,Calee,Twitter for iPhone,1596957330221867008,False,2022-11-27 20:01:12+00:00,es,['1596957330221867008'],"Recuerdo que tenemos que aguantar a los argentinos por el #mexicoargentina 

Y a los de los pastes por masacrar al Toluca 

Puras desgracias en el fútbol para mi este año 🙃 

#DiablosTwiteros #ligamx #SeleccionMexicana #QatarWorldCup2022 #Qatar2022EsLatina https://t.co/2pbIO3EKLk",,,
False,SlashDeLaSonica,842522030591246336,"Colima, México",Slash De La Sonica,Twitter for Android,1596957215151513600,False,2022-11-27 20:00:44+00:00,es,['1596957215151513600'],@Faitelson_ESPN Mae... Usted que se burlo de la #SeleCR el cual hoy triunfó por la mínima ante la #SeleJapon. Y la #SeleccionMexicana que ha logrado en Qatar 🇶🇦 en este momento,,,
False,davidbraun3970,898325778403926016,CDMX,mijito,Twitter for iPhone,1596957150798303232,False,2022-11-27 20:00:29+00:00,es,['1596957150798303232'],"El fútbol ha propiciado reflejos del Presidencialismo  mexicano, desde Porfirio Díaz cuando inició, traído por los mineros ingleses en 1900; las intervenciones de Echeverría en 1974 que la #SeleccionMexicana no fue al mundial; el abucheo a De la Madrid en México 1986 y demás. https://t.co/q6JK2ALjBM",quoted,,
False,CruzAzul_mx,153611619,Mexico,Azul #cruzazul,TweetDeck,1596957032522858496,False,2022-11-27 20:00:01+00:00,es,['1596957032522858496'],"#Qatar2022  #MEX 

El mexicano Andrés Guardado ya está entre los seis futbolistas en la historia que ha participado en cinco Copas del Mundo

#FIFAWorldCup #SeleccionMexicana 

https://t.co/mg4YELH8vP",,,
False,netasdeportivas,2366297911,,netasdeportivas,Twitter for iPhone,1596956978328526849,False,2022-11-27 19:59:48+00:00,es,['1596956978328526849'],"De visita con los amigos de @suzukitepepan en la presentación de la nueva #ertigaboostergreen y apoyando a la #seleccionmexicana 

#suzuki #suzukimexico #zc13s #zc32s #zc82s #zc33s #ertiga #boostergreen https://t.co/p8jVfhUaB3",,,
False,CruzAzul_mx,153611619,Mexico,Azul #cruzazul,Twitter for Android,1596956110959017989,False,2022-11-27 19:56:21+00:00,es,['1596956110959017989'],"@sora_02 Con #Argentina,obviamente.Por que cumplió con su objetivo contra #México🇲🇽 y casi seguro hasta #LionelMessi #LeonelMessi #Messi lo felicitó.🤦🏻‍♂️Lo bueno que ya se va #Tata #TataMartino #ElTata después de haber hecho tanto daño a Nuestra #SeleccionMexicana por desgracia, tarde ya.🙄",replied_to,,
False,JCarlo_ooo,866077493891129345,"Guadalajara, Jalisco",𝙲𝚊𝚛𝚕𝚘,Twitter for Android,1596955275965046784,False,2022-11-27 19:53:02+00:00,es,['1596955275965046784'],"Yo se que como aficionados a la @miseleccionmx somos muy castrantes. Si ganan, pues pudieron meter más goles, si pierden, pues nos pusieron en nuestro lugar...

Añoramos estar en su lugar, y tienen a una de las aficiones más fieles. VALOREN!!

#técniconacional #SeleccionMexicana",,,
False,GradaNorteMX,2722502906,"Sonora, México",Grada Norte,Twitter for iPhone,1596954366313107456,False,2022-11-27 19:49:25+00:00,es,['1596954366313107456'],Golazo Enzo Fernández - Argentina 2-0 México https://t.co/6Qwmji7OUn vía @YouTube #Qatar2022 #EnzoFernandez #Messi #SeleccionArgentina #SeleccionMexicana,,,
False,laDraKubas,115760019,Wonderland 📍,majo jojo,Twitter for Android,1596954250772643842,False,2022-11-27 19:48:58+00:00,es,['1596954250772643842'],"Arrepentirse! ،Sé santo! ،Acepta al Seٌor Jesucristo como tu Salvador personal! ،CRISTO viene!
#GodWillJudgeSin
#GravityOfRepentance
https://t.co/abx13jnVK5
#SeleccionMexicana
#regiospararegios
#Argentina",,,
False,ElDesteDeLaDesa,531955377,,CiudadanoComún,Twitter Web App,1596953700941320193,False,2022-11-27 19:46:46+00:00,es,['1596953700941320193'],"#Deportes ⚽ | ¿Qué necesita la Selección Mexicana ante Arabia para avanzar a octavos de final del Mundial?

NOTA → https://t.co/lQmsHn8ZCo

#SelecciónMexicana #Arabia #Qatar2022 #MundialQatar2022",,,
False,ABlazquezDN,185316103,Medellín - Roma,Alejandro Blazquez,Twitter for Android,1596952309422256130,False,2022-11-27 19:41:15+00:00,es,['1596952309422256130'],"@fifaworldcup_es @FIFAWorldCup Che, #Mexico ... 👉👌
Te garchamos como siempre, HIJO BOBO.
#SeleccionArgentina #SeleccionMexicana 
@miseleccionmx @mexico 
🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷
#Messi𓃵 #Messi #Messico https://t.co/75ZpI3ME2H",replied_to,,
False,Alf_Castle,208370356,Mexico City,Alfredo Castillo,Twitter for iPhone,1596952095886053377,False,2022-11-27 19:40:24+00:00,es,['1596952095886053377'],"Según entiendo, la #SeleccionMexicana intenta convertirse en el primer equipo en ganar la #CopaMundialFIFA sin anotar un solo gol…
No sé mucho de fútbol, pero me parece una gran hazaña! 
Suerte chicos!",,,
False,AngelesArteros,715981708596785153,Ciudad de México,ArtEros,Twitter for Android,1596949689156325376,False,2022-11-27 19:30:50+00:00,es,['1596949689156325376'],"Que contentos deben estar los Argentinos aún, pero...

¿Que pasa si México se deja ganar por Arabia Saudita? 😏😏😏😏😏

#SeleccionMexicana #SeleccionArgentina #Qatar2022 #FIFAWorldCup",,,
False,TODUPNews,2453177977,"Monterrey, Nuevo León, México",@TODUPNews,Twitter Web App,1596949500416823298,False,2022-11-27 19:30:05+00:00,es,['1596949500416823298'],"Algo anda mal....
https://t.co/L7GRULdGyU",,,
False,supermansteel34,180906715,,Juan Pablo Trejo 🇲🇽🇺🇦 #RestoreTheSnyderVerse,Echobox,1596948816950956034,False,2022-11-27 19:27:22+00:00,es,['1596948816950956034'],"💬 Entrevista | El mexicano Rafa Márquez, entrenador del Barça Atlètic, reflexiona sobre la #SelecciónMexicana, analiza el Mundial de Qatar y la evolución de su excompañero y capitán de Argentina, Leo Messi
 https://t.co/c3ZWEJsrcu",,,
True,AguilasMonu,128242346,México,Águilas Monumental,Metricool,1596947530394238979,False,2022-11-27 19:22:15+00:00,es,['1596947530394238979'],"¡Golden Bull y Crown Burger siempre contigo en los mejores momentos!
#CreandoMomentosInolvidables #APSA #GoldenBull #CrownBurger
#futboltime #seleccionmexicana #VamosMexico #Aguascalientes #horadecomer #hamburguesas #burgerlover #soccer #fifa #qatar #mundial2022 #promo #futbol https://t.co/rJ9Th1HApN",,,
False,FherPreciado,403021153,"Cancún, México",Lucifer Preciado,Twitter for Android,1596947222817832961,False,2022-11-27 19:21:02+00:00,es,['1596947222817832961'],Donde se pare el corrupto de #Ordiales es fracaso seguro. Y ni hablar de #YonDeLuisa. #SeleccionMexicana @miseleccionmx https://t.co/9AwTp8SeX3,quoted,,
False,SrStewieGriffin,502515351,"Quahog, Rhode Island, USA.",Stewie,Twitter for Android,1596946804330745856,False,2022-11-27 19:19:22+00:00,es,['1596946804330745856'],"@nanis0215 @Concacaf @miseleccionmx Tienes razón somosuna de las mejores aficiones, que siempre a pesar de saber el nivel del equipo se les apoya y confía, pero a ellos les falta amor por la camiseta, estar en Europa y no jugar son los resultados de nuestra #SeleccionMexicana.",replied_to,,
False,joebapz,1574192708549152769,,joebapz,Twitter for Android,1596945255693443073,False,2022-11-27 19:13:13+00:00,es,['1596945255693443073'],La #SeleccionMexicana debería negociar perder con Arabia para beneficiar su pase. México teniendo un equipo sin gol no será irreal que pierdan. 😄 #Qatar2022,,,
False,UrsulaBethManzo,1363673933170565124,"Juárez, Chihuahua",Daydreamer,Twitter for Android,1596945224093556736,False,2022-11-27 19:13:05+00:00,es,['1596945224093556736'],@miseleccionmxEN @miseleccionmx Así es la cara del personaje que hizo una porquería con #seleciones #SeleccionMexicana https://t.co/Se4DPv2Dbx,replied_to,,
False,yannickEsc,863626264535457793,,yannick,Twitter for iPhone,1596944520939442176,False,2022-11-27 19:10:18+00:00,es,['1596944520939442176'],Invito a todos los integrantes y fans de la #SeleccionMexicana que sintonicen el España vs Alemania para que aprendan algo de como se juega el máximo torneo de futbol del mundo. #TataFuera #selecciondejuguete #TataMartinoVendido,,,
False,Elian_Galvez13,878510971,"Texhuacán, Veracruz de Ignacio",Elian Gálvez,Twitter Web App,1596943695768539136,False,2022-11-27 19:07:01+00:00,es,['1596943695768539136'],Fue en el Mundial de Argentina 1978 cuando México tuvo una de sus peores actuaciones en un torneo mundialista al quedarse en la instancia de fase de grupos con cero unidades y en el último lugar del sector B.#Qatar2022 #SeleccionMexicana #Mundial https://t.co/3BYHnxna1H,,,
False,Xoloitcuintle,950871255342657536,,Xoloitzcuintle,Twitter for iPhone,1596943114274770944,False,2022-11-27 19:04:42+00:00,es,['1596943114274770944'],"MOLESTO CON EL TATA.🤬🇲🇽

Medios nacionales comentan qué Edson Alvarez se encuentra muy molesto con Gerardo Martino por no haberlo puesto a jugar ni un solo minuto ante Argentina.

RAZONES TIENE MI EDSON.🤧

#edsonalvarez #seleccionmexicana #mexico #argentina #gerardomartino https://t.co/vhb9DZK7oj",,,
False,RocKStar_Fab,101112130,NO es mi cuenta PROFESIONAL,Fav,Twitter for iPhone,1596942730881511424,False,2022-11-27 19:03:11+00:00,es,['1596942730881511424'],El miércoles #30deNoviembre podría ser el día de la metamorfosis de algunos mexicanos??? #Qatar2022 #SeleccionMexicana,,,
False,cubanitomty1,3260349780,,Oscarinho Gaucho,Twitter Web App,1596942068748005377,False,2022-11-27 19:00:33+00:00,es,['1596942068748005377'],"México no obtiene gol durante los dos partidos que ha disputado en el Mundial de Qatar 2022, lo que le ha valido para ocupar el último sitio dentro del Grupo C, y peligrar para la clasificación de octavos de final.#Qatar2022 #Mundial #SeleccionMexicana https://t.co/MKBEE6vk8U",,,
False,jgalaviz23,388982782,"Fort Worth, TX",JoseEmmanuelGalaviz,Twitter Web App,1596940835891089408,False,2022-11-27 18:55:39+00:00,es,['1596940835891089408'],"Antes del partido de Mex vs Arabia, mi análisis de esta #SeleccionMexicana en #Qatar2022 

Hay tres variables que abonaron a este posible fracaso y retroceso en el futbol mexicano.
Jugadores 🏃: hay un enorme egoísmo. Jugadores que deberían pensar en el equipo. Me explico⬇️",,,
False,TigreMaton11,2952563258,,Tigre Matón 🐯,Twitter Web App,1596940281248899072,False,2022-11-27 18:53:27+00:00,es,['1596940281248899072'],"#seleccionmexicana #tri #qatar #qatar2022 #argentina #dalealplay #noticias  Salinas Pliego revienta al Tri: 'Ganan millones, ropita a la medida y me... https://t.co/8v9x2UjLe5 a través de @YouTube",,,
False,NacionDMX,1427636885799804931,México,Linea Deportiva,Twitter for iPhone,1596940190656102400,False,2022-11-27 18:53:05+00:00,es,['1596940190656102400'],"Tiene algunas marchitas de lágrimas solamente 🥹

#FueraTataMartino 
#SeleccionMexicana 
#Qatar2022 https://t.co/OTcEZAeWn3",,,
False,lobocervecero,3970673592,,Francisco Ollervides,Twitter for iPhone,1596940154924838912,True,2022-11-27 18:52:57+00:00,es,['1596940154924838912'],Yo que no les pago me da coraje! 🤦🏻‍♂️#Qatar2022 #SeleccionMexicana #TantitaMadre #desquitatusueldo https://t.co/9x2wtkXUgi,,,
False,MexTiempo,2828456265,México,TIEMPO DE MÉXICO 🇲🇽,Twitter for Android,1596939733128871936,False,2022-11-27 18:51:16+00:00,es,['1596939733128871936'],"Una vez más queda demostrado cuál es el verdadero deporte nacional 🥊🥊 

🙏Por favor pedimos a nuestras autoridades y gobernantes abran los ojos y le den más apoyo al boxeo 👍 y menos al fútbol ⚽
#Boxeo, #CMB, #SeleccionMexicana https://t.co/ajEYGWvneC",,,
False,geramurillchiv,429544651,,gerardo murillo,Twitter for iPhone,1596938838567694336,False,2022-11-27 18:47:43+00:00,es,['1596938838567694336'],La mediocridad de la #SeleccionMexicana es igual a la de @lopezobrador_ siempre buscan no perder en vez se querer ganar.,,,
False,ELPAYOO,763168812149592064,El Valle del Mamado,Jacinto Metalero 🤘,Twitter for Android,1596938216506273793,False,2022-11-27 18:45:15+00:00,es,['1596938216506273793'],@miseleccionmx No sean gachos pasen fotos de algún gol cuando menos en el entrenamiento... No quiero dejar de ver uno este mundial. #FIFAWorldCup #MexicoEnQatar #SeleccionMexicana,replied_to,,
False,Lang1LangeLH44,1594722375219699712,Ciudad Autónoma de Buenos Aire,Lali❣️❣️❣️🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷,Twitter Web App,1596937763190108161,True,2022-11-27 18:43:27+00:00,es,['1596937763190108161'],"#Qatar2022 La #SelecciónMexicana se alista para su próximo encuentro. 

https://t.co/H8sir9aAua https://t.co/hYRuopU457",,,
False,b0ss_mtz,853619976175054848,Ciudad de la Furia,Boss,Twitter for Android,1596937502891573248,False,2022-11-27 18:42:25+00:00,es,['1596937502891573248'],"Esto es lo que hay que hacer para darle en la torre a @eazcarraga @FMF @miseleccionmx @MikelArriolaP #YonDeLuisa , solo les importa el dinero y mientras lo sigan recibiendo, poco les importa el fútbol.  #SeleccionMexicana #MexicoVsArgentina #FueraTata #Mexico #CorrupcionFMF #MX https://t.co/Mwh3o6kouJ",,,
False,SPORTVMX,1163250048811110400,"Guadalajara, Jalisco",SPORTV MX,Twitter for iPhone,1596937466875113472,False,2022-11-27 18:42:16+00:00,es,['1596937466875113472'],"LA LESIÓN DE GUARDADO DECAE MÁS EN EL ÁNIMO DE LA SELECCIÓN 🇲🇽😨 

@JCZamora07 nos cuenta todos los detalles del campamento de México tras perder contra Argentina 🇦🇷 

#LaVozDelFutbol #México #SeleccionMexicana https://t.co/JnDocZstcj",,,
True,BolavipMex,1908739764,México,Bolavip México,Twitter for Android,1596936632204427264,False,2022-11-27 18:38:57+00:00,es,['1596936632204427264'],Me explican esto @FMF ? #TataMartino #Traidor #Basura #SeleccionMexicana https://t.co/E4lY5xx9gq,quoted,,
False,enjuegodeportes,2623208799,Mexico,En Juego Deportes,Twitter Web App,1596936620925947905,False,2022-11-27 18:38:54+00:00,es,['1596936620925947905'],"Mientras exista la posibilidad, siempre hay que intentarlo: Gerardo Martino https://t.co/in25AowYkY #LaCapital #GerardoMartino #equipoMexicano #siguienteFase #CopaMundial #Fútbol #Qatar2022 #SNM #MiSelección #México #SelecciònMexicana",,,
False,muyhartomx,799844038396571648,,ciudadano harto,Twitter for Android,1596935880010190848,False,2022-11-27 18:35:58+00:00,es,['1596935880010190848'],"#FMF #SeleccionMexicana #mexicoargentina @El_TataMartino Traidor a La Patria, que se exija carcel a esta persona, Que no regrese al País #HijoDePerra #futbol Estuvieron a tiempo de cambiarlo y que paso? TRAIDOR https://t.co/ICH2U6znoe",,,
False,kachoman1,423674391,"Puebla, México",Kachoman,Twitter for iPhone,1596935550534983682,False,2022-11-27 18:34:39+00:00,es,['1596935550534983682'],"Y sí. Contra #Fra, contra #Arg,   contra #Cro, contra #Kor. Nada mal. 

Y Raúl, sigue viviendo de una chilena vs Panamá en el Azteca. 

No es casualidad que @CH14_ sea el máximo goleador histórico de la #SeleccionMexicana. Más respeto. https://t.co/aQZiDN6hy6",quoted,,
False,ImSantihaller,127449136,PazMundial,Santi,Twitter for Android,1596934962774937602,False,2022-11-27 18:32:19+00:00,qme,['1596934962774937602'],"#SeleccionMexicana
https://t.co/oXtpAaRcxG",,,
False,SmithEssays,1327110024985006080,United States,SMITHESSAYS,Twitter for iPhone,1596934726262349824,False,2022-11-27 18:31:23+00:00,es,['1596934726262349824'],@miseleccionmx Si ya le dieron los 3 puntos a Argentina para que siguiera en el mundial ahora si se van poner serios no 🫠#SeleccionMexicana,replied_to,,
False,DANNDASH1410,1541153735199662080,,DANIEL,Twitter Web App,1596934380060033030,False,2022-11-27 18:30:00+00:00,es,['1596934380060033030'],"⚽️ #Liderazgo: @MiguelHerreraDT es uno de los directores técnicos más populares que ha tenido la #SeleccionMexicana.

Estas son las lecciones que podemos aprenderle para ser mejores #líderes. 👇🏻 #PiojoHerrera #fútbol 

https://t.co/tEBUXxE6eu",,,
False,CntroObservador,1029478086650355713,"Puebla, Pue.",👁 El Observador del Centro,Twitter Web App,1596934379036614657,False,2022-11-27 18:30:00+00:00,es,['1596934379036614657'],"DIME ALGO QUE NO SEPA 🙃
""Fallamos en una cosa chiquita en el primer gol. Messi en cinco minutos te hace daño"" - Gerardo Martino

#TataMartino #messi #SeleccionMexicana https://t.co/IEJBnClnDc",,,
False,pizzasauriorex,1483247589365624832,,Pizzasauriorex,Twitter for iPhone,1596933876349558785,False,2022-11-27 18:28:00+00:00,es,['1596933876349558785'],"Mexico ocupa un delantero que haga goles, estará disponible Santiago Fernandez? #SeleccionMexicana",,,
False,ResearchGuru6,1371075909726375936,"New York, USA",Research Guru,Twitter for Android,1596933294058541057,False,2022-11-27 18:25:41+00:00,es,['1596933294058541057'],"@miseleccionmx ocupa varios cambios, no sólo generacional
Yon De Luisa Y La televisora que todos conocen 🍳con su dueño. son los cambios más difícil casi imposible
#Mexico #SeleccionMexicana",,,
False,laoctavasports,3236435331,,La Octava Sports,Twitter for iPhone,1596933186902052864,False,2022-11-27 18:25:15+00:00,es,['1596933186902052864'],@LRZague Serias el Argentino que le quita la posibilidad de ser campeón a tu selección y a Messi ?? #SeleccionMexicana,replied_to,,
False,Helena_D_Espart,147055034,"Puebla, México",𝕙𝕖𝕝𝕖𝕟𝕒 𝕕𝕖 𝕖𝕤𝗽𝕒𝕣𝕥𝕒,Twitter Web App,1596932815601340416,False,2022-11-27 18:23:47+00:00,es,['1596932815601340416'],"#EHDeportes | Las malas noticias para la #SelecciónMexicana 🇲🇽 no terminan 😩😤
Andrés Guardado podría ser baja frente a Arabia Saudita debido a una #lesión.
 #mundial #qatar #Qatar2022 
https://t.co/C0qeKB5zTh",,,
False,emiximemx,509707495,En la periferia ,Fernando Martínez Vázquez 😷🙄,Twitter for iPhone,1596932792335892481,False,2022-11-27 18:23:41+00:00,es,['1596932792335892481'],@estarc62 Serias el Argentino que le quita la posibilidad de ser campeón a tu selección y a Messi ?? #SeleccionMexicana,replied_to,,
False,RiverismoXCap,1479742393167478785,"Tuxtla Gutiérrez, Chiapas",Riverismo,Twitter for iPhone,1596932226662342656,False,2022-11-27 18:21:27+00:00,es,['1596932226662342656'],Serias el Argentino que le quita la posibilidad de ser campeón a tu selección y a Messi ?? #Qatar2022 #SeleccionMexicana #FIFAWorldCup #MexicoVsArgentina,,,
False,miguelam_,187297417,,Miguel Ángel,Twitter for iPhone,1596931839934926848,False,2022-11-27 18:19:54+00:00,es,['1596931839934926848'],"LAMENTABLE SITUACIÓN😶

La #SelecciónMexicana es la única que no a marcado gol en el #Mundial por parte de la #CONCACAF

#futbol #football #worldcup #qatar2022 #mexico https://t.co/l8RK1YYtqK",,,
