,location,name,username,user_id,verified,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type,geo.coordinates.type,geo.coordinates.coordinates
524,,Soy Futbol,_SoyFutbol_,1.48e+18,False,Twitter for Android,es,I will never understand why they decide to have a foreign technical director in our Mexican team. From there you can see the lack of confidence in our abilities as Mexicans. #SeleccionMexicana #QatarWorldCup2022,False,['1596930295974227968'],1.6e+18,2022-11-27 18:13:46+00:00,,,
525,,WichoRm,OldieRm,1529894437.0,False,Twitter for Android,es,"Goals scored by CONCACAF teams so far this World Cup:

1 - 🇺🇸
0 - 🇲🇽 🐔
1 - 🇨🇷
1 - 🇨🇦

#SeleccionMexicana #MexicoVsArgentina",False,['1596930276114194433'],1.6e+18,2022-11-27 18:13:42+00:00,,,
526,"Cozumel, Quintana Roo",Erick Cherdz,echerdz,149992742.0,False,Twitter for iPhone,es,"Full video: https://t.co/iTQwn6ZiTy

#selectionmexicana #quatar
#lossimpson #thesimpsons #fox #foxtv
#cartoon #fifa #fifa22 #seleccionmexicana #quatar
#quatar2022 #quatar2022 AND #mexico
#futbol #soccer #argentina #messi #cr7
#world2022 https://t.co/CCRgWFS0MN",False,['1596930274004062208'],1.6e+18,2022-11-27 18:13:41+00:00,,,
527,,Juan Ladilla,Quimera_Posser,3254695231.0,False,Twitter Web App,es,"It is clear to us that Mexico did not practice enough for the World Cup, too busy practicing bribery instead @miseleccionmx @FMF

#FueraTataMartino #FueraYonDeLuisa #Vendepatria
#FueraTata #SeleccionMexicana",False,['1596929811858931712'],1.6e+18,2022-11-27 18:11:51+00:00,,,
528,,Arteche,PedroPe31195503,1.49e+18,False,Twitter for iPhone,es,"Wednesday 30 2022
From the authors of ""The last Haitian in the area""... ""The last Arab in the area"" could be born 😞

#FIFAWorldCup #MexicoVsArgentina #MexicovsArabia #SeleccionMexicana",False,['1596929724307017728'],1.6e+18,2022-11-27 18:11:30+00:00,,,
529,,Mamadolores,Mamadolorez,7.39e+17,False,Twitter for Android,es,"The thing about the young lady who helps the Guardado family was more famous than her contribution to the game of the #SeleccionMexicana
🤦🏽‍♀️",False,['1596929613254758400'],1.6e+18,2022-11-27 18:11:03+00:00,,,
530,"Monterrey, Nuevo León",El Tigre de Juárez York,alexhardwired,8.26e+17,False,Twitter for Android,es,"#ULTIMAHORA I come from the future and a scandal unfolds with the #MexicanSeleccion pass to the next round by chiripa, accuse corruption and support of the kings of #qtar.
#QatarWorldCup2
#qtar2022",False,['1596927852456611840'],1.6e+18,2022-11-27 18:04:04+00:00,,,
531,"Benito Juárez, Quintana Roo",betto,betto50535687,1.59e+18,False,Twitter Web App,es,"@MarioBeteta @MgBranding We will continue supporting the #SeleccionMexicana, out of solidarity and love for the name of the country
#Go Mexico",False,['1596925306354696192'],1.6e+18,2022-11-27 17:53:57+00:00,replied_to,,
532,"Tuxtla Gutiérrez, Chiapas",Constantino Córdoba,TINOcordoba,100009086.0,False,Twitter for iPhone,es,"#Mexican Selection | #Qatar2022

Recovery day!

The #MEX team trained this day, prior to the start of the week, where in a few days they will face #KSA.

The Mexican squad will seek victory, to qualify for the round of 16.

#FIFAWorldCup https://t.co/d7187aOezr",False,['1596925206320517120'],1.6e+18,2022-11-27 17:53:33+00:00,,,
533,"Tlalpan, Distrito Federal",Luis Jorge,LuisJorgePrezS1,1.45e+18,False,Twitter for iPhone,es,The Mexican team still has options / Corridor or window and chicken or pasta #mexicoargentina #MexicoVsArgentina #SeleccionMexicana #LaguneroPrimero @GarciaPosti @Faitelson_ESPN #ESPN #ESPNQatarEnStarPlus https://t.co/X5Y1z4H07w,False,['1596924317971148801'],1.6e+18,2022-11-27 17:50:01+00:00,,,
534,"Mexico, MD",ACME,CiudadanoMX22,1.23e+18,False,Twitter for Android,es,"Sunday, I'm not raw, no one is unfaithful to me and TaTa can go fuck his mother from now on.
#mexicoargentina #TataMartino #SeleccionMexicana",False,['1596923838423764992'],1.6e+18,2022-11-27 17:48:07+00:00,,,
535,,René elDoc.,ReneEldoc,1.55e+18,False,Twitter for Android,es,"MOROCCO
JAPAN
SAUDI ARABIA
IRAN
EVERYONE IS GOING TO WIN EVERYONE IS FIGHTING FOR SOMETHING
AND MEXICO????

#Telemundo #Qatar2022 #mexico #mexicoargentina #SeleccionMexicana https://t.co/XSlKdz17Eo",False,['1596923134640549889'],1.6e+18,2022-11-27 17:45:19+00:00,,,
536,Mexico,tonoysumariachi,tonoysumariachi,1.12e+18,False,TweetDeck,qht,#SeTeníaQueDecirYSeDijo #SelecciónMexicana https://t.co/sZObGn1QjT,False,['1596923063169421317'],1.6e+18,2022-11-27 17:45:02+00:00,quoted,,
537,,Víctor Lechuga,lechugavictor,318227783.0,False,Twitter Web App,es,"@miseleccionmx #SeleccionMexicana the tata sold himself, what he has left is to give the victory to the Saudi Arabian team and if Argentina does not pass.",False,['1596922869782818816'],1.6e+18,2022-11-27 17:44:16+00:00,,,
538,La dimensión desconocida ,Silvia sin Ana,silviasinana,9.88e+17,False,Twitter for iPhone,es,"Our selection a clear reflection of our government, pure mediocre good for nothing. #SeleccionMexicana #tri @lopezobrador_",False,['1596921871823679489'],1.6e+18,2022-11-27 17:40:18+00:00,,,
539,"Monterrey, Nuevo León",ribovalle,ribovalle,277115204.0,False,Twitter for iPhone,es,"In a parallel universe @elmatadorpr scored 2-0 against Germany in 1998 and @miseleccionmx reached 3rd place.

And nothing to reproach the Matador and that team because they did magnificent.

#Mexican team
#Mexico
#Qatar2022",False,['1596921854069202944'],1.6e+18,2022-11-27 17:40:14+00:00,,,
540,"Mérida, Yucatán",JP Rivero,bitorif,8.3e+17,False,Twitter Web App,es,"@acervantes_ That's it! The following qualifying rounds are already played by #america, the #eagles can already represent us better than that #SeleccionMexicana croac!...:-) :-) :-)",False,['1596921410852904961'],1.6e+18,2022-11-27 17:38:28+00:00,replied_to,,
541,"Toluca, México",Potrillo Montes🎠,PotrilloMontes,1.19e+18,False,Twitter for iPhone,es,It's done bambino 🤌🏻 take us to the world cup with Messi the best in the world #SeleccionMexicana #MexicoVsArgentina #WorldcupQatar2022 https://t.co/IfRsP0g0Du,False,['1596921218342752256'],1.6e+18,2022-11-27 17:37:42+00:00,quoted,,
542,"Mérida, Yucatán",StarOptica,StarOptica,32252482.0,False,Twitter for iPhone,es,"This is how #MEXICO celebrates its goals! 💪🏻🏆

How do you celebrate? 🫵🏻 Join this #WorldCupChallenge and show that the best fans are from your country! 🥳
Challenge an acquaintance to make your team champion! 💪🏻

#worldcup #fifaworldcup #qatar2022 #soccer #fifa #seleccionmexicana https://t.co/Lscx7lAtnD",False,['1596921048280072193'],1.6e+18,2022-11-27 17:37:01+00:00,,,
543,CDMX,RamiЯo AguileЯa,blind__r9,33018929.0,False,Twitter for iPhone,es,"@miseleccionmx Eheheheh-DONKEYS!
Managers: DONKEYS!
Technical Staff: DONKEYS!
Players: DONKEYS!
#ScreamDonkeys
Spread the word...
#MexIcovsArabiaSaudi
#World CupQatar2022
#Mexican team
#Mexico",False,['1596920932270247936'],1.6e+18,2022-11-27 17:36:34+00:00,replied_to,,
544,"Chihuahua, México",Rivers,CharolitoRivers,1.19e+18,False,Twitter for iPhone,es,@gvlo2008 It's done bambino 🤌🏻 take us to the world cup with Messi the best in the world #SeleccionMexicana,False,['1596920447337402369'],1.6e+18,2022-11-27 17:34:38+00:00,replied_to,,
545,"Los Angeles, CA",Iliana Rasputin,IlianaRasputin,1.48e+18,False,Twitter for iPhone,es,They capture a prostitute again getting on the truck of the #SeleccionMexicana https://t.co/m0Z3d5T9lS,False,['1596920046634565632'],1.6e+18,2022-11-27 17:33:03+00:00,,,
546,CDMX,Soy Gael,Soy_GG7,1.49e+18,False,Twitter for Android,es,"DEDICATED TO ALL THE #SeleccionMexicana and to all their followers
#️⃣Useless 🤪😜🐭Rat🐁filthy🐀 https://t.co/0HNmE52Ha2",True,['1596919669172338689'],1.6e+18,2022-11-27 17:31:33+00:00,,,
547,,UnGodinMas,Un_GodinMas,1.25e+18,False,TweetDeck,es,"#Qatar2022 #MEX

The Mexican Andrés #Guardado is already among the six footballers in history who have participated in five World Cups.

#FIFAWorldCup #SeleccionMexicana

https://t.co/mg4YELpx7f",False,['1596919279588253696'],1.6e+18,2022-11-27 17:30:00+00:00,,,
548,Ciudad de México,Mike Jimenez,MigueJimenez78,575788653.0,False,Twitter for Android,es,"Aim well...

#Mexican team
#Qatar
#FIFAWorldCup https://t.co/e99FGNo5e5",False,['1596918262813573120'],1.6e+18,2022-11-27 17:25:57+00:00,,,
549,México,Don Barredora picks 🛻,DonBarredoratip,9.79e+17,False,Twitter for Android,es,"5 shots on goal in two games... do you really expect to beat Arabia?
#mexicoargentina #MexicoVsArgentina #SeleccionMexicana #Qatar #futbol #Messi𓃵",False,['1596918219473932289'],1.6e+18,2022-11-27 17:25:47+00:00,,,
550,,Fco. Armando Payán Guerrero,fapayan,111651040.0,False,Twitter for iPhone,es,"Tata Martino after the game 🇲🇽 Mexico - Argentina 🇦🇷

What is Scaloni saying to Tata?⚽️🤔

#MexicoVsArgentina #Qatar2022 #SeleccionMexicana #FIFAWorldCup https://t.co/ssNBkukrgB",False,['1596918198678728705'],1.6e+18,2022-11-27 17:25:42+00:00,,,
551,"Durango, México",Adrian Arellano,AdrianElchan,474604627.0,False,Twitter for iPhone,qme,#mexicoargentina #SeleccionMexicana #Messi𓃵 #Argentina #WorldcupQatar2022 https://t.co/SpMzoGHLJm,False,['1596917489262555136'],1.6e+18,2022-11-27 17:22:53+00:00,,,
552,"Saltillo, Coahuila de Zaragoza",Oscar Orozco,OscarinOrozco,85478873.0,False,Twitter for Android,qme,#memoochoa #mexicoargentina #Qatar #SeleccionMexicana #Messico @yosoy8a https://t.co/784BLWZicZ,False,['1596917191513092096'],1.6e+18,2022-11-27 17:21:42+00:00,,,
553,,At ovo!✌🏽,mythodea2003,1.42e+18,False,Twitter for Android,es,They ask for the resignation of Tata Martino. #Mexico #SeleccionMexicana #TataMartino https://t.co/Env3ax4pZ2,False,['1596915621140500480'],1.6e+18,2022-11-27 17:15:27+00:00,,,
554,,MG Esquivel,MariaB2569,423558330.0,False,Twitter for Android,es,"They say that the march is why Mexicans are happy and more because yesterday they lost against Argentina, we are overflowing with joy #SeleccionMexicana
#MarchaDelAcarreo",False,['1596915363220193281'],1.6e+18,2022-11-27 17:14:26+00:00,,,
555,"California, USA",DELTΛ,DeItaDPS,1.28e+18,False,Echobox,es,"❌ They are tired of the Tri ❌

Mexicans would go to extreme measures to show their anger https://t.co/ghxBsUl8L5",False,['1596915344026742785'],1.6e+18,2022-11-27 17:14:21+00:00,,,
556,"Puebla, Pue.",👁 El Observador del Centro,CntroObservador,1.03e+18,False,Twitter for Android,es,"😂😁😂😁 seriously, wow... THANK YOU INTERNETS!!!

#BuenosDiasATodos #MexicoVsArgentina #mexicoargentina #FIFAWorldCup #ArgentinavsMexico #Eltri #SeleccionMexicana https://t.co/mmYvO0rt2x",False,['1596915325299494912'],1.6e+18,2022-11-27 17:14:17+00:00,,,
557,,Pizzasauriorex,pizzasauriorex,1.48e+18,False,Twitter for Android,es,"As Villamelónes let's be honest, the #MexicanSelection made a brilliant mark against the #ArgentinaSelection and Lionel Messi did nothing, when he ran it was to celebrate his ""fluke"" goal and he didn't believe it. He maybe he didn't want to dirty his gold-plated booties. https://t.co/nVe7FL3mB3",False,['1596915014283108353'],1.6e+18,2022-11-27 17:13:03+00:00,replied_to,,
558,"New York, USA",Research Guru,ResearchGuru6,1.37e+18,False,Twitter for iPhone,es,Seriously someone thought the #MexicanSelection had a chance in the #MundialQatar2022 to do something. When they've been playing shit for 4 years,False,['1596914978715406336'],1.6e+18,2022-11-27 17:12:54+00:00,,,
559,,La Octava Sports,laoctavasports,3236435331.0,False,Twitter for Android,es,"The Simpsons did it again
The arrival of #SeleccionMexicana to Mexico https://t.co/kkjUDNYvsB",False,['1596914837820526592'],1.6e+18,2022-11-27 17:12:21+00:00,quoted,,
560,"Puebla, México",𝕙𝕖𝕝𝕖𝕟𝕒 𝕕𝕖 𝕖𝕤𝗽𝕒𝕣𝕥𝕒,Helena_D_Espart,147055034.0,False,Twitter Web App,es,@miseleccionmx We will do everything so that he goes to chin#ax$ to his mother #SeleccionMexicana,False,['1596914774654488579'],1.6e+18,2022-11-27 17:12:06+00:00,replied_to,,
561,En la periferia ,Fernando Martínez Vázquez 😷🙄,emiximemx,509707495.0,False,Twitter for Android,es,"Maybe the #SeleccionMexicana would have won if someone hadn't slept with her best friend's husband

#KarlaPanini https://t.co/Ibo1ui7evW",False,['1596914489911541760'],1.6e+18,2022-11-27 17:10:58+00:00,,,
562,"Tuxtla Gutiérrez, Chiapas",Riverismo,RiverismoXCap,1.48e+18,False,Echobox,es,"EMOTIVE 😭😭

The famous coach was very hurt by having fallen against the Albiceleste. https://t.co/8PeiJayWF6",False,['1596913293096099840'],1.6e+18,2022-11-27 17:06:12+00:00,,,
563,,Miguel Ángel,miguelam_,187297417.0,False,Twitter for iPhone,es,"The match against Argentina is something normal, here the serious thing is that Mexico 🇲🇽 has 0 goals in 180 minutes in this World Cup. And there is no way to make one. #SeleccionMexicana #Qatar2022",False,['1596913210170703873'],1.6e+18,2022-11-27 17:05:53+00:00,,,
564,México,Linea Deportiva,NacionDMX,1.43e+18,False,Twitter for Android,es,"You can always lose, but the #SeleccionMexicana does it in the worst way https://t.co/PooyGcAxkz",False,['1596912990418182147'],1.6e+18,2022-11-27 17:05:00+00:00,quoted,,
565,,Doctor Feelgood 🫀,SerranovskyMD,398381422.0,False,Twitter for iPhone,es,"We do it to bring people who should not have gone guti, ochoa, hh, guardado, jimenez, gallardo, araujo, namas for it and the worst thing is that the majority were headlines #SeleccionMexicana https://t.co/lN8jTyIvPR",False,['1596912930200719361'],1.6e+18,2022-11-27 17:04:46+00:00,quoted,,
566,"Morelia, Michoacán de Ocampo",Rubén Juárez,RubenJuarez62,7.5e+17,False,Twitter for iPhone,es,"The only good thing that remains for the national team and for the father is that it is the world cup of surprises, but still I think that we are so bad that we don't even go through the round #shame #SeleccionMexicana",False,['1596912323859550209'],1.6e+18,2022-11-27 17:02:21+00:00,,,
567,México,Vamos Azul,VamosCAzul,194217386.0,True,Twitter for iPhone,es,"On Wednesday ochoa, hh, guardado, jimenez, guti, araujo, gallardo, They should not align !!!!! #SeleccionMexicana these scholarship holders should never go to #Qatar2022 https://t.co/r7YiTWQ6N4",False,['1596911909772886016'],1.6e+18,2022-11-27 17:00:43+00:00,quoted,,
568,México,Bolavip México,BolavipMex,1908739764.0,True,Twitter for iPhone,es,Betrayal 🤐 #SeleccionMexicana #Qatar2022 https://t.co/eMn0mV3cPP,False,['1596911764339556353'],1.6e+18,2022-11-27 17:00:08+00:00,,,
569,,Tigre Matón 🐯,TigreMaton11,2952563258.0,False,TweetDeck,es,"#Qatar2022 #MEX

The #MexicanSelection already has a new record in World Cups... and this is not a good thing, because there are 384 minutes without a goal.

#FIFAWorldCup ⚽️ 🙁

https://t.co/qebUmjqsnj",False,['1596911737269149696'],1.6e+18,2022-11-27 17:00:02+00:00,,,
570,BOCA DEL RIO VERACRUZ,DAVID PALACIOS  VERACRUZ,David_harry_,172524055.0,False,Twitter for Android,es,"Those people who are surprised because yesterday the #SeleccionMexicana lost vs #SeleccionArgentina, are the same ones who return with their ex because they think they have improved..",False,['1596911482088099841'],1.6e+18,2022-11-27 16:59:01+00:00,,,
571,,Soy Futbol,_SoyFutbol_,1.48e+18,False,Twitter for Android,es,"@miseleccionmx @FMF @miseleccionmx
1. It is a millionaire BUSINESS (owners, media)
2. People CONSUME THE PRODUCT (rotten)
3. The media SELL YOU LIKE DIAMONDS
4. They use patriotism to get you involved.
5. The #SeleccionMexicana is managed by a few
6. They don't care about TRANSCENDING, just the $$$",False,['1596911468313706496'],1.6e+18,2022-11-27 16:58:57+00:00,replied_to,,
572,,WichoRm,OldieRm,1529894437.0,False,Twitter for iPhone,es,I just hope that this worldwide helps us understand that a league without promotion and relegation is a sterile league… #faltagol #LigaMX #SeleccionMexicana,False,['1596910470245613569'],1.6e+18,2022-11-27 16:54:59+00:00,,,
573,"Cozumel, Quintana Roo",Erick Cherdz,echerdz,149992742.0,False,Twitter for Android,es,"I'm as lazy as Hector Herrera in Mexico vs Argentina that I'm going to lie down all day.

Tata Martino
#Mexican team",False,['1596910464125968384'],1.6e+18,2022-11-27 16:54:58+00:00,,,
574,,Juan Ladilla,Quimera_Posser,3254695231.0,False,Twitter for iPhone,es,The sad thing about this is that every 4 years we all ask for the same thing for a few days and none of the managers does anything for $$$$$$ #SeleccionMexicana @FMF https://t.co/ZmDKaf6fhM,False,['1596910454018035713'],1.6e+18,2022-11-27 16:54:56+00:00,quoted,,
575,,Arteche,PedroPe31195503,1.49e+18,False,Twitter Web App,es,"Well...it's over. Friends as always!
Now to support Argentina to thrash Poland. 😃
#mexicoargentina #MexicoVsArgentina #ArgentinavsMexico #Argentina #Qatar #Mundial2022 #Qatar2022 #SeleccionMexicana https://t.co/HRLsdjc5Pf",True,['1596910209242390530'],1.6e+18,2022-11-27 16:53:57+00:00,,,
576,,Mamadolores,Mamadolorez,7.39e+17,False,Blog2Social APP,es,"The Mexican National Team is the only one in Concacaf without a goal in Qatar 2022

#Mexico #Qatar2022 #Mexican Selection #Tricolor

https://t.co/wPGjJZsZpM",False,['1596910181178576901'],1.6e+18,2022-11-27 16:53:51+00:00,,,
577,"Monterrey, Nuevo León",El Tigre de Juárez York,alexhardwired,8.26e+17,False,Twitter for Android,es,"I am a Villamelón, but I understand that the first phase in #Qatar2022 is 3 games, and the one with the most points and goals qualifies, all the teams have one game left, as a fan you should not throw in the towel.
Let's support the #SeleccionMexicana https://t.co/p9gIP9r1fU",False,['1596910080053874688'],1.6e+18,2022-11-27 16:53:26+00:00,replied_to,,
578,"Benito Juárez, Quintana Roo",betto,betto50535687,1.59e+18,False,Echobox,es,"EMOTIVE 😭😭

The famous coach was very hurt by having fallen against the Albiceleste. https://t.co/D5wxfe7Spg",False,['1596910073854541824'],1.6e+18,2022-11-27 16:53:25+00:00,,,
579,"Tuxtla Gutiérrez, Chiapas",Constantino Córdoba,TINOcordoba,100009086.0,False,Twitter for Android,es,@chioreya @santaporfiria Keep buying the mediocre product they offer through the league and the national team. It is the only way in which they are going to invest in the development of Mexican soccer... When they understand that they have no choice but to improve to continue selling. Not before. #Mexican team,False,['1596909869155631105'],1.6e+18,2022-11-27 16:52:36+00:00,replied_to,,
580,"Tlalpan, Distrito Federal",Luis Jorge,LuisJorgePrezS1,1.45e+18,False,Twitter for iPhone,es,"Obviously, the furcio could not even with his soul !!!! #mexicoargentina #SeleccionMexicana https://t.co/YY87QwMS7g",False,['1596909618806272000'],1.6e+18,2022-11-27 16:51:36+00:00,quoted,,
581,"Mexico, MD",ACME,CiudadanoMX22,1.23e+18,False,Twitter for Android,es,"We all knew that the #SeleccionMexicana was going to lose, but the way they lost seemed like they really wanted Argentina to be the World Champion this time.",False,['1596909618390716416'],1.6e+18,2022-11-27 16:51:36+00:00,,,
582,,René elDoc.,ReneEldoc,1.55e+18,False,Twitter for Android,es,@vanehupp Ajaleeeee. We also click #SeleccionMexicana,False,['1596909130908061696'],1.6e+18,2022-11-27 16:49:40+00:00,replied_to,,
583,Mexico,tonoysumariachi,tonoysumariachi,1.12e+18,False,Twitter for Android,es,And what is the point of paying so much to a bastard with no results for that fucking technical director? #mexicoargentina #SeleccionMexicana,False,['1596908984669474816'],1.6e+18,2022-11-27 16:49:05+00:00,,,
584,,Víctor Lechuga,lechugavictor,318227783.0,False,Twitter for iPhone,es,"Mexico, the US and Canada are very fucking flat, among them they think they are dicks because they play the qualifiers against El Salvador and Guatemala, Haiti and Cuba but in reality they are very bad, things by name. #Mexican team",False,['1596908787767865345'],1.6e+18,2022-11-27 16:48:18+00:00,,,
585,La dimensión desconocida ,Silvia sin Ana,silviasinana,9.88e+17,False,Twitter for iPhone,es,If you don't prepare well you can't expect a good result #SeleccionMexicana,False,['1596908637976686592'],1.6e+18,2022-11-27 16:47:43+00:00,,,
586,"Monterrey, Nuevo León",ribovalle,ribovalle,277115204.0,False,Twitter for Android,es,"On Wednesday, the #SeleccionMexicana only plays its classification, the position of many managers who have come to harm Mexican soccer is also at stake. If they lose to Arabia and no one in the federation resigns, soccer in Mexico will die...",False,['1596908367582466048'],1.6e+18,2022-11-27 16:46:38+00:00,,,
587,"Mérida, Yucatán",JP Rivero,bitorif,8.3e+17,False,Twitter for iPhone,es,"And after date 2 of #Qatar2022, #MEX is the only @Concacaf team that hasn't scored a goal.

#SeleccionMexicana #FIFAWorldCup",False,['1596908046600794113'],1.6e+18,2022-11-27 16:45:22+00:00,,,
588,"Toluca, México",Potrillo Montes🎠,PotrilloMontes,1.19e+18,False,Twitter for Android,es,The only thing I take away from yesterday's game is having heard @martinolimx narrate with the speed of the game. We missed that dynamic and explosive #martinoli in the narration #SeleccionMexicana #mexicoargentina #TataFuera,False,['1596907957697986560'],1.6e+18,2022-11-27 16:45:00+00:00,,,
589,"Mérida, Yucatán",StarOptica,StarOptica,32252482.0,False,Twitter for Android,es,Pure asshole takes over the #SeleccionMexicana to collect if they are good. Shame on you bastards https://t.co/n8yuPGYSTD,False,['1596907656270458880'],1.6e+18,2022-11-27 16:43:49+00:00,,,
590,CDMX,RamiЯo AguileЯa,blind__r9,33018929.0,False,Twitter for iPhone,qme,#SeleccionMexicana #Qatar2022 https://t.co/9LkPT0oyp8,False,['1596906709993148417'],1.6e+18,2022-11-27 16:40:03+00:00,,,
591,"Chihuahua, México",Rivers,CharolitoRivers,1.19e+18,False,Twitter for iPhone,es,This would be my 11 against Arabia! Who do they take away? @jonbarbon @medranoazteca @_los_lideres @miseleccionmx #SeleccionMexicana #MexicoVsArgentina #Mundial2022 #Qatar2022 https://t.co/bFUcT5IEQX,False,['1596906635099766784'],1.6e+18,2022-11-27 16:39:45+00:00,,,
592,"Los Angeles, CA",Iliana Rasputin,IlianaRasputin,1.48e+18,False,Twitter for Android,es,"What a shame
#SeleccionMexicana https://t.co/y6pJPSgcXr",False,['1596906473258221568'],1.6e+18,2022-11-27 16:39:06+00:00,,,
593,CDMX,Soy Gael,Soy_GG7,1.49e+18,False,Twitter Web App,es,"WOULD IT HAVE MADE A DIFFERENCE?

Thus Córdova's tweet after the defeat of Mexico. A player that many asked to be in Qatar...

#selectionmexicana #myselectionmx https://t.co/06oNYgSrnO",False,['1596904181427630080'],1.6e+18,2022-11-27 16:30:00+00:00,,,
594,,UnGodinMas,Un_GodinMas,1.25e+18,False,Twitter for Android,es,"The US has a foundation to improve in the future.

Canada has bases to improve in the future.

Costa Rica play with some eggs.

And in Mexico... in Mexico we think of cool things.

#Qatar2022 #SeleccionMexicana",False,['1596903853114392577'],1.6e+18,2022-11-27 16:28:42+00:00,,,
595,Ciudad de México,Mike Jimenez,MigueJimenez78,575788653.0,False,Twitter for iPhone,es,"Breaking news

Tata Martino is dismissed, SEDENA will take over the Mexican soccer team.

#SeleccionMexicana https://t.co/djXI7OZ3Mu",False,['1596903732008325120'],1.6e+18,2022-11-27 16:28:13+00:00,,,
596,México,Don Barredora picks 🛻,DonBarredoratip,9.79e+17,False,Twitter for Android,es,Mexico is the worst team in concacaf #mexicoargentina @miseleccionmx @Concacaf the worst team in concacaf Mexico #SeleccionMexicana,False,['1596903621072855041'],1.6e+18,2022-11-27 16:27:46+00:00,,,
597,,Fco. Armando Payán Guerrero,fapayan,111651040.0,False,Twitter for iPhone,es,"If Alphonso Davies were Mexican, #TataMartino would not have summoned him to the #SeleccionMexicana",False,['1596903287877341185'],1.6e+18,2022-11-27 16:26:27+00:00,,,
598,"Durango, México",Adrian Arellano,AdrianElchan,474604627.0,False,Blog2Social APP,es,"Uriel Antuna: Mexico still has life

#Mexico #Qatar2022 #SelecciónMexicana #Tricolor #UrielAntuna

https://t.co/zBlOLvrKLP",False,['1596902542566428672'],1.6e+18,2022-11-27 16:23:29+00:00,,,
599,"Saltillo, Coahuila de Zaragoza",Oscar Orozco,OscarinOrozco,85478873.0,False,Twitter for Android,es,"Hahaha 🤣 enjoy the memes... #Mariachi #Locos
You have it inside ⚽⚽😜🔥🔥🔥🔥🔥🔥
 #MexicoVsArgentina
#SeleccionArgentina
#Qatar2022
#Messi𓃵
#Messico #SeleccionMexicana https://t.co/O7ZiWlFusD",False,['1596899018151534594'],1.6e+18,2022-11-27 16:09:29+00:00,quoted,,
600,,At ovo!✌🏽,mythodea2003,1.42e+18,False,Twitter for Android,es,"I loved @ClubDeCuervos with Mariana Treviño @soymtrevino Jesús Zavala @JesusZavala_MX Luis Gerardo Méndez @LuisGerardoM and a great cast and crew. It would be amazing if they came back but now the Iglesias brothers have to take over the #SeleccionMexicana, can you imagine? https://t.co/mil4p1DdWT",False,['1596898858696835072'],1.6e+18,2022-11-27 16:08:51+00:00,,,
601,,MG Esquivel,MariaB2569,423558330.0,False,Twitter for Android,es,Guille Franco must be relieved after seeing Raúl Jiménez hiding behind #Otamendi. Now we have a new worst striker in the history of the #Mexico World Cup Congratulations Raúl! #Mexican team,False,['1596897226889957378'],1.6e+18,2022-11-27 16:02:22+00:00,,,
602,"California, USA",DELTΛ,DeItaDPS,1.28e+18,False,Hootsuite Inc.,es,"𝑷𝑼𝑬𝑺... 𝑻𝑹𝑰𝑺𝑻𝑬, 𝑻𝑹𝑰𝑺𝑻𝑬 🙃🙃

On social networks, there is outrage over the photo of Gerardo Martino with Lionel Scaloni, after the defeat of TRI.

OPINIONS!

#MEX ▪︎ #Martino ▪︎ #SelecciónMexicana https://t.co/bsDHF4auUL",False,['1596896906273509377'],1.6e+18,2022-11-27 16:01:06+00:00,,,
603,"Puebla, Pue.",👁 El Observador del Centro,CntroObservador,1.03e+18,False,Echobox,es,"DID THE TRI MISS IT? 🇲🇽
https://t.co/vhqYd7RgpX

Tata Martino left him out of the Qatar 2022 World Cup but he did not hesitate to appear to support his friends https://t.co/d7KYbKhAyp",False,['1596896825256005632'],1.6e+18,2022-11-27 16:00:46+00:00,,,
604,,Pizzasauriorex,pizzasauriorex,1.48e+18,False,TweetDeck,es,"#Qatar2022 #SeleccionMexicana

#Mexico loses to Argentina and now depends on several results to advance to the round of 16.

#MEX #ARG #FIFAWorldCup

https://t.co/ByTWjaS516",False,['1596896634620633089'],1.6e+18,2022-11-27 16:00:01+00:00,,,
605,"New York, USA",Research Guru,ResearchGuru6,1.37e+18,False,Twitter Web App,es,"Saved returns to training; Injury that leaves him out of the World Cup is ruled out
#AndresGuardado #SeleccionMexicana #Qatar2022
https://t.co/Fty4xLPQqD",False,['1596895684816343040'],1.6e+18,2022-11-27 15:56:14+00:00,,,
606,,La Octava Sports,laoctavasports,3236435331.0,False,Twitter for Android,es,"It's amazing that in a country of 120 million people, there aren't 11 peeled ones who know how to play soccer 😡😡 #SeleccionMexicana #MexicoVsArgentina #mexicoargentina",False,['1596894827785822208'],1.6e+18,2022-11-27 15:52:50+00:00,,,
607,"Puebla, México",𝕙𝕖𝕝𝕖𝕟𝕒 𝕕𝕖 𝕖𝕤𝗽𝕒𝕣𝕥𝕒,Helena_D_Espart,147055034.0,False,Twitter for iPhone,es,#Mexico #Qatar2022 #SeleccionMexicana 😅Wait... https://t.co/Hr0dgnfeRq,False,['1596894469017653249'],1.6e+18,2022-11-27 15:51:24+00:00,,,
608,En la periferia ,Fernando Martínez Vázquez 😷🙄,emiximemx,509707495.0,False,Blog2Social APP,es,"Hard low: Andrés Guardado out against Saudi Arabia

#AndrésGuardado #Mexico #MexicanSelection #Tricolor

https://t.co/s5TxOryK5i",False,['1596894321940234240'],1.6e+18,2022-11-27 15:50:49+00:00,,,
